User ID #	Item #	Item Type	Item Type Modifier	Category	Category Item #	Description	Nearby
043	000	LOSS		[missing]		Connection to a loved one	
043	001	NATURE	01	On the Floor	001	Fragments of leaves, twigs, moss, dirt, pebbles, and one small grey feather	RIGHT-SIDE SLIDING DOOR, MIDDLE SEATS
043	002	MONEY		On the Floor	002	One penny (tails up)	RIGHT-SIDE SLIDING DOOR, MIDDLE SEATS, TREE BARK
043	003	TOOLS		On the Floor	003	One pair of red plastic scissors, one container of 4x Extra Strong Bungee	FRONT PASSENGER SEAT
043	004	ELECTRONICS	01	On the Floor	004	Small, black, triangularly-shaped portable speaker	SCISSORS, BUNGEE CORDS, FRONT PASSENGER SEAT
043	005	MISC	01	On the Floor	005	Unidentified stick-like object	SCISSORS, BUNGEE CORDS, FRONT PASSENGER SEAT
043	006	MATS	01	On the Floor	006	Bluish-grey floor mat with oil (?) stain in bottom left corner; slightly crumpled near the top	FRONT RIGHT DOOR, GLOVE BOX
043	007	ART		On the Floor	007	Square block of approx 0.75" wood, top painted white; middle painted with hollow black triangle and single squiggle mark	CENTER CONSOLE, DRIVER'S SEAT
043	008	MATS	02	On the Floor	008	Bluish-grey floor mat with large frayed hole in center; slightly crooked in placement such that the edge runs up against the door	DRIVER'S SEAT, BRAKE PEDAL
043	009	BOXES		On the Floor	009	Wooden box with red bungee cord handle (contains one jar of change, one blue beanie), grey milk crate (contains one black and blue sleeping bag, one white and blue neck scarf, one silver thermos)	DRIVER'S SEAT, MIDDLE SEATS, SUN DEFLECTOR
043	010	MISC	02	On the Floor	010	Two silver sun deflectors (presum. for front windshield)	MILK CRATE, WOODEN BOX, MIDDLE SEATS
043	011	MISC	03	On the Floor	011	Unidentified elongated partially-round partially-square plastic object (red)	MIDDLE SEATS, RIGHT-SIDE SLIDING DOOR
043	012	SPORTS EQUIPMENT		On the Floor	012	Brown and blue belay harness	GALOSHES, RED OBJECT, MIDDLE SEATS
043	013	BAGS	01	On the Floor	013	Black gym bag (?) or backpack (?) or camping pack (?)	BELAY HARNESS, SMALL BAG, SUITCASE
043	014	BAGS	02	On the Floor	014	Small black bag with zipper-top; reads: Laclede	SUN DEFLECTORS, LARGE BLACK BAG, MIDDLE SEATS
043	015	CLOTHING		On the Floor	015	Calf-high dark brown galoshes, medium-brown/yellow tweed coat, yellow cotton jacket, black jacket, black leather jacket	SUITCASE, RIGHT-SIDE STORAGE POCKETS, WHITE BALL
043	016	BALLS		On the Floor	016	Whiteish-translucent plastic ball, approx 1' diameter	PLASTIC BUCKET, YELLOW JACKET
043	017	BUCKETS		On the Floor	017	10 gallon white translucent bucket with blue painters tape on sides (reads in red printed letters: WARNING: Children can fall into bucket and drown. Keep children away from bucket with even a small amount of liquid); inside contains silver and black Promaster 6020 tripod	WHITE BALL, BED POST 01, BACK DOOR
043	018	BLANKETS		On the Floor	018	Forest green sleeping bag, red flannel blanket	BACK DOOR, BED POST 02
043	019	TOWELS		On the Floor	019	Beige towel	SLEEPING BAG, RED BLANKET, SUITCASE
043	020	BAGS	03	On the Floor	020	Large black drawstring bag; contains one pair brown shoes and other items 	SLEEPING BAG, RED BLANKET, TOWEL
043	021	BAGS	04	On the Floor	021	Large forest green suitcase, lying flat on back (completely zipped)	RED BLANKET, LARGE BLACK BAG, BED POST 03
043	022	CHAIRS	01	Furniture	001	Bluish-grey car seats, one continuous seat that fits two riders and two seatbelts (seatbelt insertion points are black metal with red metal buttons that read 'PRESS' in grey letters)	RIGHT-SIDE SLIDING DOORS, MILK CRATE, LEFT-SIDE WINDOW
043	023	CHAIRS	02	Furniture	002	Front passenger side bluish-grey car seat with let-down blue cloth arm rests; contains one small spider web made between edge of seat and beginning of black metal recline lever	PASSENGER DOOR, FLOOR MAT 01, CENTER CONSOLE
043	024	CONSOLES		Furniture	003	Blue plastic center console with two cup holders and one larger space for misc items	DASHBOARD, WHITE PAINTED WOOD BLOCK
043	025	CUPS		Furniture	004	Clearish-green drinking glass with thick rims (empty); could also be candle-holder (?)	CENTER CONSOLE
043	026	LIGHTERS		Furniture	005	Three lighters: one orange-red, one black with BPG logo of California and marijuana leaf, one silver (?)	CENTER CONSOLE
043	027	WRITING IMPLEMENTS		Furniture	006	Black pen	CENTER CONSOLE
043	028	MISC	04	Furniture	007	Round 3M sticker (red)	CENTER CONSOLE
043	029	CHAIRS	03	Furniture	008	Driver's side bluish-grey car seat with let-down blue cloth arm rests; left side is torn such that inner yellow foam stuffing is visible	STEERING WHEEL, CENTER CONSOLE, FLOOR MAT 02
043	030	BEDS		Furniture	009	Self-constructed (out of 2x4s) four-legged bed: foam topper with white fitted sheet, navy blue sheet with white stars, grey fuzzy comforter	BACK DOOR, MIDDLE SEATS, DANGLING SEATBELTS
043	031	PILLOWS		Furniture	010	One off-white pillow with navy case	BED
